Altium Designer Pick and Place Locations
E:\Programy\Projekty\Microinverter\V2\DCAC\Project Outputs for DCAC\Pick Place\Pick Place for DCAC_V2b.csv

========================================================================================================================
File Design Information:

Date:       15/11/21
Time:       01:46
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description","JLCPCB Part #"
"R125","10K","TopLayer","RESC1609X55X30NL15T15","3491.339","3338.780","270","±1% ±100ppm/? 10kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25804"
"R124","10K","TopLayer","RESC1609X55X30NL15T15","3791.338","3295.276","0","±1% ±100ppm/? 10kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25804"
"R122","10K","TopLayer","RESC1609X55X30NL15T15","3725.000","3214.567","0","±1% ±100ppm/? 10kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25804"
"R108","10K","TopLayer","RESC1609X55X30NL15T15","3516.142","3222.834","90","±1% ±100ppm/? 10kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25804"
"R223","10K","BottomLayer","RESC1609X55X30NL15T15","1638.779","4202.756","0","±1% ±100ppm/? 10kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25804"
"R188","10K","BottomLayer","RESC1609X50X30NL10T20","3904.528","2983.268","180","±1% ±100ppm/? 10kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25804"
"R179","10K","BottomLayer","RESC1609X50X30NL10T20","2352.362","3990.157","0","±1% ±100ppm/? 10kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25804"
"R175","10K","BottomLayer","RESC1609X55X30NL15T15","2340.551","3152.559","0","±1% ±100ppm/? 10kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25804"
"R150","10K","BottomLayer","RESC1609X55X30NL15T15","1525.591","3188.386","0","±1% ±100ppm/? 10kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25804"
"R143","10K","BottomLayer","RESC1609X55X30NL15T15","3126.968","3170.276","0","±1% ±100ppm/? 10kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25804"
"R87","10K","BottomLayer","RESC1609X55X30NL15T15","1719.488","4391.732","0","±1% ±100ppm/? 10kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25804"
"R76","10K","BottomLayer","RESC1609X55X30NL15T15","3921.260","4127.953","0","±1% ±100ppm/? 10kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25804"
"R74","10K","BottomLayer","RESC1609X55X30NL15T15","3729.331","4033.465","180","±1% ±100ppm/? 10kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25804"
"R70","10K","BottomLayer","RESC1609X55X30NL15T15","1772.638","4228.346","0","±1% ±100ppm/? 10kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25804"
"R66","10K","BottomLayer","RESC1609X55X30NL15T15","3691.929","4198.819","180","±1% ±100ppm/? 10kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25804"
"R36","10K","TopLayer","RESC1609X55X30NL15T15","1830.709","2925.197","0","±1% ±100ppm/? 10kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25804"
"R34","10K","TopLayer","RESC1609X55X30NL15T15","4108.268","2820.866","0","±1% ±100ppm/? 10kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25804"
"R3","10K","BottomLayer","RESC1609X50X30NL8T20","5888.779","3355.315","270","±1% ±100ppm/? 10kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25804"
"R13","10K","BottomLayer","RESC1609X50X30NL8T20","5888.779","3257.874","90","±1% ±100ppm/? 10kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25804"
"R130","100K","BottomLayer","RESC1608X55X30NL15T15","2431.102","3521.653","180","±1% 100kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25803"
"R17","100K","BottomLayer","RESC1608X55X25NL10T15","5640.354","2624.213","180","±1% 100kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25803"
"R187","100k","BottomLayer","RESC1608X55X30NL15T15","4972.441","5364.173","180","±1% 100kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25803"
"R65","100k","BottomLayer","RESC1608X55X30NL15T15","3115.157","2032.480","270","±1% 100kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25803"
"R62","100k","BottomLayer","RESC1608X55X30NL15T15","3170.276","2033.465","90","±1% 100kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25803"
"R237","100k","BottomLayer","RESC1608X55X30NL15T15","2310.039","3233.268","90","±1% 100kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25803"
"R236","100k","BottomLayer","RESC1608X55X30NL15T15","2527.559","2884.843","90","±1% 100kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25803"
"R231","100k","BottomLayer","RESC1608X55X30NL15T15","3236.220","3172.244","0","±1% 100kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25803"
"R230","100k","BottomLayer","RESC1608X55X30NL15T15","3314.961","2884.843","90","±1% 100kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25803"
"R226","100k","BottomLayer","RESC1608X55X30NL15T15","1930.118","4513.780","180","±1% 100kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25803"
"R221","100k","BottomLayer","RESC1608X55X30NL15T15","4041.339","3014.764","270","±1% 100kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25803"
"R220","100k","BottomLayer","RESC1608X55X30NL15T15","3468.504","3238.189","180","±1% 100kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25803"
"R186","100k","BottomLayer","RESC1608X55X30NL15T15","2813.976","4462.598","270","±1% 100kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25803"
"R158","100k","BottomLayer","RESC1608X55X30NL15T15","1420.276","3426.181","180","±1% 100kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25803"
"R157","100k","BottomLayer","RESC1608X55X30NL15T15","1263.780","3255.905","180","±1% 100kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25803"
"R119","100k","BottomLayer","RESC1608X55X30NL15T15","3804.134","4243.110","270","±1% 100kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25803"
"R86","100k","BottomLayer","RESC1608X55X30NL15T15","3576.772","3870.079","0","±1% 100kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25803"
"R82","100k","BottomLayer","RESC1608X55X30NL15T15","3315.945","1622.047","0","±1% 100kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25803"
"R42","100k","BottomLayer","RESC1608X55X30NL15T15","3000.984","2032.480","270","±1% 100kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25803"
"R117","100k","BottomLayer","RESC1608X55X30NL15T15","3312.992","1426.181","180","±1% 100kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25803"
"R185","1R","BottomLayer","RESC2012X70N","3527.559","2923.228","270","±1% 1O ±400ppm/? 0.125W 0805 Chip Resistor - Surface Mount ROHS","C25271"
"R148","1R","BottomLayer","RESC2012X70N","1358.268","2917.323","270","±1% 1O ±400ppm/? 0.125W 0805 Chip Resistor - Surface Mount ROHS","C25271"
"R142","1R","BottomLayer","RESC2012X70N","2062.992","2917.323","270","±1% 1O ±400ppm/? 0.125W 0805 Chip Resistor - Surface Mount ROHS","C25271"
"R106","1R","BottomLayer","RESC2012X70N","2815.945","2922.244","270","±1% 1O ±400ppm/? 0.125W 0805 Chip Resistor - Surface Mount ROHS","C25271"
"R258","5.1R","BottomLayer","RESC1608X55X30NL15T15","4865.551","5243.110","0","±1% ±400ppm/? 5.1O 0.1W 0603 Chip Resistor - Surface Mount ROHS","C25197"
"R266","49.9R","BottomLayer","RESC1005X40X25NL05T05","3463.189","1777.362","180","1/16W ±1% ±200ppm/? 49.9O 0402 Chip Resistor - Surface Mount ROHS","C25120"
"R180","49.9R","BottomLayer","RESC1005X40X25NL05T05","3161.417","1918.307","90","1/16W ±1% ±200ppm/? 49.9O 0402 Chip Resistor - Surface Mount ROHS","C25120"
"R245","49.9R","BottomLayer","RESC1005X40X25NL05T05","2845.472","1395.669","45","1/16W ±1% ±200ppm/? 49.9O 0402 Chip Resistor - Surface Mount ROHS","C25120"
"R101","49.9R","BottomLayer","RESC1005X40X25NL05T05","2877.953","1363.189","45","1/16W ±1% ±200ppm/? 49.9O 0402 Chip Resistor - Surface Mount ROHS","C25120"
"R199","49.9R","BottomLayer","RESC1005X40X25NL05T05","2763.780","4213.583","270","1/16W ±1% ±200ppm/? 49.9O 0402 Chip Resistor - Surface Mount ROHS","C25120"
"R200","49.9R","BottomLayer","RESC1005X40X25NL05T05","3462.992","1743.307","0","1/16W ±1% ±200ppm/? 49.9O 0402 Chip Resistor - Surface Mount ROHS","C25120"
"R68","49.9R","BottomLayer","RESC1005X40X25NL05T05","2942.913","1912.401","90","1/16W ±1% ±200ppm/? 49.9O 0402 Chip Resistor - Surface Mount ROHS","C25120"
"R60","49.9R","BottomLayer","RESC1005X40X25NL05T05","3181.102","1410.433","90","1/16W ±1% ±200ppm/? 49.9O 0402 Chip Resistor - Surface Mount ROHS","C25120"
"R72","49.9R","BottomLayer","RESC1005X40X25NL05T05","2617.126","1831.693","270","1/16W ±1% ±200ppm/? 49.9O 0402 Chip Resistor - Surface Mount ROHS","C25120"
"R8","49.9R","BottomLayer","RESC1005X40X25NL05T05","3054.134","1332.677","90","1/16W ±1% ±200ppm/? 49.9O 0402 Chip Resistor - Surface Mount ROHS","C25120"
"R160","49.9R","BottomLayer","RESC1005X40X25NL05T05","2592.520","3912.402","0","1/16W ±1% ±200ppm/? 49.9O 0402 Chip Resistor - Surface Mount ROHS","C25120"
"R32","49.9R","BottomLayer","RESC1005X40X25NL05T05","2994.095","1332.677","90","1/16W ±1% ±200ppm/? 49.9O 0402 Chip Resistor - Surface Mount ROHS","C25120"
"R109","49.9R","BottomLayer","RESC1005X40X25NL05T05","3464.764","1848.622","0","1/16W ±1% ±200ppm/? 49.9O 0402 Chip Resistor - Surface Mount ROHS","C25120"
"R84","49.9R","BottomLayer","RESC1005X40X25NL05T05","3463.583","1812.992","0","1/16W ±1% ±200ppm/? 49.9O 0402 Chip Resistor - Surface Mount ROHS","C25120"
"R217","49.9R","BottomLayer","RESC1005X40X25NL05T05","3197.835","1917.323","270","1/16W ±1% ±200ppm/? 49.9O 0402 Chip Resistor - Surface Mount ROHS","C25120"
"R182","49.9R","BottomLayer","RESC1005X40X25NL05T05","3126.968","1918.307","270","1/16W ±1% ±200ppm/? 49.9O 0402 Chip Resistor - Surface Mount ROHS","C25120"
"R120","49.9R","BottomLayer","RESC1005X40X25NL05T05","3349.803","1742.913","0","1/16W ±1% ±200ppm/? 49.9O 0402 Chip Resistor - Surface Mount ROHS","C25120"
"R118","49.9R","BottomLayer","RESC1005X40X25NL05T05","3350.000","1702.362","0","1/16W ±1% ±200ppm/? 49.9O 0402 Chip Resistor - Surface Mount ROHS","C25120"
"R51","49.9R","BottomLayer","RESC1005X40X25NL05T05","3350.394","1665.354","0","1/16W ±1% ±200ppm/? 49.9O 0402 Chip Resistor - Surface Mount ROHS","C25120"
"R210","49.9R","BottomLayer","RESC1005X40X25NL05T05","2742.126","1636.811","0","1/16W ±1% ±200ppm/? 49.9O 0402 Chip Resistor - Surface Mount ROHS","C25120"
"R61","49.9R","BottomLayer","RESC1005X40X25NL05T05","2742.126","1572.835","0","1/16W ±1% ±200ppm/? 49.9O 0402 Chip Resistor - Surface Mount ROHS","C25120"
"R85","82R","BottomLayer","RESC1608X55X30NL15T15","1639.764","4252.953","180","82O ±1% ±200ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23255"
"R71","82R","BottomLayer","RESC1608X55X30NL15T15","3809.055","4128.937","0","82O ±1% ±200ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23255"
"R165","56K","TopLayer","RESC1609X55X30NL15T15","1836.220","3337.795","180","±1% ±100ppm/? 56kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23206"
"R123","56K","TopLayer","RESC1609X55X30NL15T15","3791.929","3344.882","180","±1% ±100ppm/? 56kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23206"
"R255","49.9R","BottomLayer","RESC1608X55X30NL15T15","3062.008","2032.480","270","±1% ±200ppm/? 0.1W 49.9O 0603 Chip Resistor - Surface Mount ROHS","C23185"
"R171","49.9R","BottomLayer","RESC1608X55X30NL15T15","3363.189","3587.598","0","±1% ±200ppm/? 0.1W 49.9O 0603 Chip Resistor - Surface Mount ROHS","C23185"
"R112","49.9R","BottomLayer","RESC1608X55X30NL15T15","3359.252","3695.866","0","±1% ±200ppm/? 0.1W 49.9O 0603 Chip Resistor - Surface Mount ROHS","C23185"
"R111","49.9R","BottomLayer","RESC1608X55X30NL15T15","3361.220","3843.504","0","±1% ±200ppm/? 0.1W 49.9O 0603 Chip Resistor - Surface Mount ROHS","C23185"
"R224","470R","BottomLayer","RESC1608X55X30NL15T15","1897.638","4279.528","0","470O ±1% ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23179"
"R78","470R","BottomLayer","RESC1608X55X30NL15T15","3572.835","4109.252","180","470O ±1% ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23179"
"R69","470R","BottomLayer","RESC1608X55X30NL15T15","1896.653","4228.346","0","470O ±1% ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23179"
"R41","470R","BottomLayer","RESC1608X55X30NL15T15","3572.835","4161.417","180","470O ±1% ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23179"
"R238","4.7K","TopLayer","RESC1608X55X30NL15T15","4179.134","4308.071","0","±1% 4.7kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23162"
"R4","4.7K","TopLayer","RESC1608X55X30NL15T15","5916.339","2090.551","270","±1% 4.7kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23162"
"R138","330R","BottomLayer","RESC1608X55X25NL10T15","2102.362","4550.197","270","±1% 330O ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23138"
"R249","330R","BottomLayer","RESC1608X55X25NL10T15","5274.606","5282.480","180","±1% 330O ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23138"
"R50","330R","BottomLayer","RESC1608X55X25NL10T15","5747.638","2828.740","270","±1% 330O ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23138"
"R177","330R","BottomLayer","RESC1608X55X25NL10T15","2901.575","3770.669","0","±1% 330O ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23138"
"R19","330R","BottomLayer","RESC1608X55X25NL10T15","2330.709","4289.370","180","±1% 330O ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23138"
"R193","330R","BottomLayer","RESC1608X55X25NL10T15","3691.929","4272.638","0","±1% 330O ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23138"
"R235","330R","BottomLayer","RESC1608X55X25NL10T15","2410.433","2985.236","270","±1% 330O ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23138"
"R234","330R","BottomLayer","RESC1608X55X25NL10T15","2279.528","3308.071","0","±1% 330O ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23138"
"R233","330R","BottomLayer","RESC1608X55X25NL10T15","2577.756","2884.843","90","±1% 330O ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23138"
"R229","330R","BottomLayer","RESC1608X55X25NL10T15","3122.047","3111.220","180","±1% 330O ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23138"
"R228","330R","BottomLayer","RESC1608X55X25NL10T15","3261.811","3254.921","270","±1% 330O ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23138"
"R227","330R","BottomLayer","RESC1608X55X25NL10T15","3316.929","3011.811","270","±1% 330O ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23138"
"R225","330R","BottomLayer","RESC1608X55X25NL10T15","2005.905","4419.291","90","±1% 330O ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23138"
"R208","330R","BottomLayer","RESC1608X55X25NL10T15","3990.157","3014.764","270","±1% 330O ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23138"
"R195","330R","BottomLayer","RESC1608X55X25NL10T15","3468.504","3286.417","180","±1% 330O ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23138"
"R155","330R","BottomLayer","RESC1608X55X25NL10T15","1612.205","3031.496","0","±1% 330O ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23138"
"R154","330R","BottomLayer","RESC1608X55X25NL10T15","1325.787","3426.181","0","±1% 330O ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23138"
"R153","330R","BottomLayer","RESC1608X55X25NL10T15","1187.008","3311.024","315","±1% 330O ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23138"
"R116","330R","BottomLayer","RESC1608X55X25NL10T15","4001.968","4244.095","90","±1% 330O ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23138"
"R99","330R","BottomLayer","RESC1608X55X25NL10T15","3193.898","3539.370","270","±1% 330O ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23138"
"R95","330R","BottomLayer","RESC1608X55X25NL10T15","2432.087","3577.165","180","±1% 330O ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23138"
"R88","330R","BottomLayer","RESC1608X55X25NL10T15","3136.811","3539.370","270","±1% 330O ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23138"
"R81","330R","BottomLayer","RESC1608X55X25NL10T15","3575.787","3820.866","0","±1% 330O ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23138"
"R43","330R","BottomLayer","RESC1608X55X25NL10T15","5444.882","2784.449","90","±1% 330O ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23138"
"R48","330R","BottomLayer","RESC1608X55X25NL10T15","5502.953","2784.449","90","±1% 330O ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23138"
"R114","330R","BottomLayer","RESC1608X55X25NL10T15","3597.441","1455.709","180","±1% 330O ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23138"
"R107","330R","BottomLayer","RESC1608X55X25NL10T15","2433.071","3339.567","180","±1% 330O ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23138"
"R254","3.9K","BottomLayer","RESC1608X55X30NL15T15","2902.362","2440.945","0","±1% 3.9kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23018"
"R110","3.9K","BottomLayer","RESC1608X55X30NL15T15","3247.441","1154.724","270","±1% 3.9kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23018"
"R59","3.9K","BottomLayer","RESC1608X55X30NL15T15","2648.819","1434.252","0","±1% 3.9kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C23018"
"R163","2K","TopLayer","RESC1609X55X30NL15T15","1593.110","3343.898","90","±1% 2kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C22975"
"R121","2K","TopLayer","RESC1609X55X30NL15T15","3545.866","3339.567","90","±1% 2kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C22975"
"R79","2K","BottomLayer","RESC1609X55X30NL15T15","1897.638","4329.724","0","±1% 2kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C22975"
"R67","2K","BottomLayer","RESC1609X55X30NL15T15","3571.850","4057.087","180","±1% 2kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C22975"
"R35","2K","TopLayer","RESC1609X55X30NL15T15","1831.693","2865.157","180","±1% 2kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C22975"
"R31","2K","TopLayer","RESC1609X55X30NL15T15","4109.252","2765.748","180","±1% 2kO ±100ppm/? 0.1W 0603 Chip Resistor - Surface Mount ROHS","C22975"
"R206","100R","TopLayer","RESC1608X55X25NL10T15","4177.362","4131.102","0","±1% ±200ppm/? 100O 0.1W 0603 Chip Resistor - Surface Mount ROHS","C22775"
"R259","1K","BottomLayer","RESC1608X55X30NL15T15","5744.291","2624.213","180","±1% ±100ppm/? 1kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C21190"
"R15","1K","BottomLayer","RESC1608X55X30NL15T15","5564.961","2712.795","90","±1% ±100ppm/? 1kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C21190"
"R256","1K","BottomLayer","RESC1608X55X30NL15T15","4532.480","2582.677","90","±1% ±100ppm/? 1kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C21190"
"R137","1K","BottomLayer","RESC1608X55X30NL15T15","2732.087","1009.055","180","±1% ±100ppm/? 1kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C21190"
"R243","1K","BottomLayer","RESC1608X55X30NL15T15","2899.606","4492.126","180","±1% ±100ppm/? 1kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C21190"
"R11","1K","BottomLayer","RESC1608X55X30NL15T15","3705.709","1769.685","90","±1% ±100ppm/? 1kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C21190"
"R232","1K","BottomLayer","RESC1608X55X30NL15T15","3516.732","4249.016","90","±1% ±100ppm/? 1kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C21190"
"R215","1K","BottomLayer","RESC1608X55X30NL15T15","3075.787","4450.788","270","±1% ±100ppm/? 1kO 0.1W 0603 Chip Resistor - Surface Mount ROHS","C21190"
